163,812,838,1704,1436,1195,1026
14,67,53,154,200,1074,1
1,812,242,134,1525,1623,1
239,812,2417,1528,2528,2051,1211
62,195,500,508,85,1749,277
24,812,218,119,319,58,1
57,812,225,310,1029,310,38
38,263,1755,2191,1218,861,1
57,812,433,1531,1353,1305,1443
198,812,1633,1020,1131,1045,262
101,315,1819,651,407,82,317
187,812,1828,1332,1374,790,1
38,121,485,122,436,1991,204
119,546,2247,2233,2191,1508,1632
239,812,2252,2101,2207,1639,602
78,226,910,1901,1214,1005,232
203,792,1917,1463,927,1312,427
197,574,2034,2442,752,1864,1231
80,320,942,1878,2213,2522,1425
181,779,1912,1654,1393,718,636
94,431,1599,1312,1539,836,458
112,812,1882,2190,2424,1633,1459
141,812,2025,1337,595,1339,897
174,812,1906,1846,1589,1134,739
214,812,1629,695,1438,753,204
51,196,520,1520,1508,1008,384
242,812,2033,2084,2370,2262,1728
93,812,1199,2491,2113,1410,1004
160,812,1502,2584,2589,2565,1800
70,633,1521,942,1265,1654,204
160,812,675,2229,1648,1801,1398
103,697,2267,2075,1608,1844,220
72,812,1440,2479,2330,2433,1524
185,812,2390,1672,1632,1024,364
276,812,2507,2355,2536,2477,1772
241,812,1432,543,547,125,1
16,574,153,206,1896,1175,1
112,293,779,1913,1512,1640,1228
254,812,2116,2126,1758,2533,1761
101,457,1134,1320,1889,1615,227
71,578,944,424,671,1564,989
89,471,424,1021,2329,2085,1203
75,275,934,1181,1133,1652,357
174,812,1032,578,1409,1668,1199
85,812,1831,1044,2195,1745,1192
203,738,2007,2385,2240,2431,1793
78,350,374,607,1229,1012,290
206,583,2099,1890,2454,2261,1708
173,812,1991,2412,2040,2569,1705
125,525,1587,1780,1254,1107,286
57,242,480,1129,237,865,231
28,812,1588,1030,376,406,1
155,812,1490,1511,2028,2229,1564
254,812,2491,1930,2248,1806,755
13,812,1617,1872,991,1188,547
161,709,1514,885,1447,393,1
116,643,1382,1504,1039,118,1
245,812,2037,1324,1680,242,1
22,231,64,163,634,934,1
79,812,781,1494,851,1857,926
194,795,1928,2289,2439,2211,1144
242,812,2262,2366,2390,2554,1716
182,812,2063,707,854,317,1
210,812,2291,1735,2152,1466,671
57,359,185,281,124,67,1
187,812,2024,1437,2127,885,984
57,269,432,431,675,911,1
113,550,1959,1935,1224,1483,1246
182,776,1824,1734,1099,519,645
154,812,1162,1646,2135,2226,1541
141,812,892,2446,2286,1442,1435
172,812,1920,1921,1767,256,204
166,518,1579,2117,1971,1716,993
193,812,2392,1833,1609,615,1
9,812,235,136,1087,188,1
72,400,1632,1984,148,2024,484
227,812,1545,1905,1330,257,1
134,812,1304,1165,1478,1666,190
174,812,1685,915,1665,217,91
179,726,2219,2427,2573,1447,1483
160,812,1852,902,1168,549,1
