90,794,920,1480,2384,1653,188
1,4,10,46,84,626,1
1,794,316,253,1450,860,1
212,794,2553,2085,2563,2327,1210
150,794,1355,1903,1629,2045,1
1,794,124,4,294,91,1
43,794,881,1048,1624,724,238
43,369,2273,2525,1736,1566,1
117,794,1450,1959,2447,1911,896
154,770,2152,1837,1233,1087,943
117,593,1738,792,121,1888,1
127,794,1336,697,1155,1021,1
1,35,525,180,207,1924,227
92,496,866,2077,1926,1527,518
150,310,1427,1791,1029,1638,574
25,171,533,1227,123,298,227
101,461,2041,1895,1080,1380,622
148,794,2047,2263,2327,2374,1036
71,615,560,1954,2292,684,147
71,123,1449,1583,1522,1492,971
154,678,2069,1988,2017,805,647
76,256,126,896,1217,2493,1100
150,794,2483,1728,1246,1464,308
96,794,1407,1508,1537,1763,34
175,794,1723,1284,1407,711,1
91,329,988,2008,1569,2385,738
117,610,1432,1976,1865,1470,1071
48,794,1832,1776,1696,1472,227
30,794,1147,2516,2591,2571,1165
139,794,2511,1703,1058,717,1
168,794,2141,2523,2345,2181,900
77,529,2404,2034,1222,1459,87
34,794,964,615,705,809,1
87,794,2169,2126,2304,2473,858
77,794,1569,1902,2426,1394,219
233,794,1833,976,641,95,1
49,570,495,2040,2032,1231,227
54,382,1050,604,505,1115,1
156,794,1756,1517,1196,1319,227
129,649,845,1649,1718,1783,176
62,794,937,666,957,895,209
109,624,1260,1246,2421,1635,158
29,187,1055,835,874,1414,227
126,794,1547,1184,1924,1977,140
101,794,1734,1513,2061,1771,1
181,794,2426,2464,2489,1848,910
67,220,291,735,1423,1234,329
150,736,1441,1477,1974,1091,139
87,150,562,2487,1792,2212,1087
212,794,2270,1836,1773,1292,455
43,794,1201,1129,1017,347,1
77,794,2125,1065,576,1148,1
245,794,2514,2069,2453,1937,1220
167,794,2549,2332,1999,2528,1250
108,794,2251,1983,738,1396,539
204,756,2407,1807,2183,760,227
90,290,1327,1293,536,438,1
147,682,1885,1359,1549,1036,227
28,52,11,353,477,2270,159
136,794,2196,2072,1715,2321,1077
197,492,2100,2495,1994,1770,869
34,537,439,1619,1261,2310,441
148,794,2316,1077,820,892,1
64,794,1428,1151,2228,2249,975
1,9,80,7,10,182,1
48,389,907,1047,2176,2341,878
127,652,1276,834,1457,1277,1
117,477,1946,2442,1189,1236,484
178,717,1624,1789,1453,1671,1
76,794,1178,1203,900,131,1
87,300,518,2547,2424,1844,1171
113,794,1826,1299,1481,259,227
244,794,2554,2492,2576,787,471
100,648,1419,1109,493,1550,897
11,794,1162,721,1281,388,227
125,700,1899,1446,391,344,1
200,794,2203,1936,2298,886,501
148,794,1713,1611,1725,1979,249
28,794,204,323,1517,730,227
10,139,803,659,1923,2193,566
152,794,2178,1274,1119,1503,1
109,794,2457,2396,2517,2465,945
97,794,1921,1719,1643,99,227
45,142,447,297,232,803,1
30,319,8,624,1970,2376,586
69,441,526,293,267,685,1
198,794,2057,2371,2444,2024,1128
100,794,2256,790,2267,2386,484
14,794,345,27,402,75,1
178,794,2207,2445,2558,2557,1302
28,638,1127,1314,1544,1391,1
57,794,1660,1584,180,1221,227
140,794,2427,1844,2028,2173,1098
77,794,1970,1040,2146,1465,1
148,794,2112,2535,2553,1780,740
30,794,326,715,834,1731,535
113,480,2204,1949,1619,2090,1037
151,794,2281,1309,1046,1117,227
172,726,2437,2515,1524,1548,361
1,722,835,479,1109,719,227
194,513,1584,1865,2418,1810,874
155,794,2056,2152,2527,2057,913
148,485,900,1445,779,523,745
40,222,1209,2342,1754,1957,717
54,253,718,1059,339,424,227
34,794,975,1840,1929,1791,680
57,794,1809,1928,1117,2153,532
188,794,1816,1172,1151,1898,1
163,794,2376,2524,1662,2261,389
43,794,1724,2092,1173,88,570
30,794,929,444,1455,133,227
96,794,1891,1866,1520,710,227
125,794,2219,1483,1473,889,229
54,386,1123,1107,440,2442,737
28,115,551,1862,156,179,1
19,34,437,38,299,1101,484
174,794,1414,970,675,372,1
108,794,2045,2285,2419,1761,607
25,132,302,2011,1837,2039,227
168,794,1696,1386,645,951,328
103,373,1620,2009,1056,739,803
241,794,2569,2585,2573,1655,1280
75,380,1087,1478,1464,2103,443
57,151,499,511,31,82,1
90,794,943,1102,1695,483,1
87,184,1458,1277,1949,675,291
126,794,2166,1745,768,767,540
94,179,354,864,452,890,1
30,151,926,310,130,764,1
128,794,2102,2315,2413,756,946
108,353,1917,2568,2575,2577,1312
195,794,2542,2323,2366,2312,1225
61,765,1343,1397,843,2095,816
